id,runner_name,handicap,market_id
29167,Cincinnati Reds,0.0,1.215533586
29157,Baltimore Orioles,0.0,1.215533586
29172,Milwaukee Brewers,0.0,1.215533724
29174,New York Mets,0.0,1.215533724
29160,Minnesota Twins,0.0,1.215533632
7100960,Atlanta Braves,0.0,1.215533632
29159,Detroit Tigers,0.0,1.215533678
29163,Texas Rangers,0.0,1.215533678
5408012,Chicago White Sox,0.0,1.215533770
1093236,Los Angeles Angels,0.0,1.215533770
1033687,Washington Nationals,0.0,1.215535586
7100968,Seattle Mariners,0.0,1.215535586
29177,San Diego Padres,0.0,1.216054073
29175,Philadelphia Phillies,0.0,1.216054073
6266193,Miami Marlins,0.0,1.216054349
29178,San Francisco Giants,0.0,1.216053935
29176,Pittsburgh Pirates,0.0,1.216053935
29171,Los Angeles Dodgers,0.0,1.216054027
29158,Boston Red Sox,0.0,1.216054575
29166,Chicago Cubs,0.0,1.216054575
41541473,Cleveland Guardians,0.0,1.216054211
29162,Tampa Bay Rays,0.0,1.216053981
29179,Kansas City Royals,0.0,1.216053981
29161,New York Yankees,0.0,1.216054257
29168,Colorado Rockies,0.0,1.216054257
29170,Houston Astros,0.0,1.216054119
29165,Arizona Diamondbacks,0.0,1.216084194
29164,Toronto Blue Jays,0.0,1.216084194
7100972,Oakland Athletics,0.0,1.216100291
50291,St. Louis Cardinals,0.0,1.216100337
29171,Los Angeles Dodgers,0.0,1.216143243
29157,Baltimore Orioles,0.0,1.216143243
41541473,Cleveland Guardians,0.0,1.216153680
29176,Pittsburgh Pirates,0.0,1.216153680
29178,San Francisco Giants,0.0,1.216143197
29167,Cincinnati Reds,0.0,1.216143197
6266193,Miami Marlins,0.0,1.216142999
50291,St. Louis Cardinals,0.0,1.216142999
1033687,Washington Nationals,0.0,1.216142939
29166,Chicago Cubs,0.0,1.216142939
29162,Tampa Bay Rays,0.0,1.216143061
29163,Texas Rangers,0.0,1.216143061
29159,Detroit Tigers,0.0,1.216143336
29179,Kansas City Royals,0.0,1.216143336
29161,New York Yankees,0.0,1.216143384
1093236,Los Angeles Angels,0.0,1.216143384
29158,Boston Red Sox,0.0,1.216153728
7100972,Oakland Athletics,0.0,1.216153728
29160,Minnesota Twins,0.0,1.216143289
7100968,Seattle Mariners,0.0,1.216143289
29172,Milwaukee Brewers,0.0,1.216170812
29175,Philadelphia Phillies,0.0,1.216170812
29171,Los Angeles Dodgers,0.0,1.216170628
29157,Baltimore Orioles,0.0,1.216170628
41541473,Cleveland Guardians,0.0,1.216173007
29176,Pittsburgh Pirates,0.0,1.216173007
29177,San Diego Padres,0.0,1.216170674
29164,Toronto Blue Jays,0.0,1.216170674
29178,San Francisco Giants,0.0,1.216170858
29167,Cincinnati Reds,0.0,1.216170858
5408012,Chicago White Sox,0.0,1.216170361
29174,New York Mets,0.0,1.216170361
29165,Arizona Diamondbacks,0.0,1.216170720
7100960,Atlanta Braves,0.0,1.216170720
6266193,Miami Marlins,0.0,1.216173334
50291,St. Louis Cardinals,0.0,1.216173334
1033687,Washington Nationals,0.0,1.216170766
29166,Chicago Cubs,0.0,1.216170766
29162,Tampa Bay Rays,0.0,1.216170407
29163,Texas Rangers,0.0,1.216170407
29159,Detroit Tigers,0.0,1.216170490
29179,Kansas City Royals,0.0,1.216170490
29170,Houston Astros,0.0,1.216173271
29168,Colorado Rockies,0.0,1.216173271
29161,New York Yankees,0.0,1.216170536
1093236,Los Angeles Angels,0.0,1.216170536
29160,Minnesota Twins,0.0,1.216170582
7100968,Seattle Mariners,0.0,1.216170582
29158,Boston Red Sox,0.0,1.216173157
7100972,Oakland Athletics,0.0,1.216173157
7100960,Atlanta Braves,0.0,1.226106123
29157,Baltimore Orioles,0.0,1.226106123
29170,Houston Astros,0.0,1.226106130
29174,New York Mets,0.0,1.226106130
29174,New York Mets,0.0,1.226143658
50291,St. Louis Cardinals,0.0,1.226143658
29161,New York Yankees,0.0,1.226143659
29159,Detroit Tigers,0.0,1.226143659
29162,Tampa Bay Rays,0.0,1.226143661
7100960,Atlanta Braves,0.0,1.226143661
29164,Toronto Blue Jays,0.0,1.226143662
29160,Minnesota Twins,0.0,1.226143662
29158,Boston Red Sox,0.0,1.226143651
29175,Philadelphia Phillies,0.0,1.226143651
29157,Baltimore Orioles,0.0,1.226143650
29176,Pittsburgh Pirates,0.0,1.226143650
1093236,Los Angeles Angels,0.0,1.226143656
5408012,Chicago White Sox,0.0,1.226143656
7100972,Oakland Athletics,0.0,1.226143660
29166,Chicago Cubs,0.0,1.226143660
29168,Colorado Rockies,0.0,1.226143653
41541473,Cleveland Guardians,0.0,1.226143653
29179,Kansas City Royals,0.0,1.226143655
29165,Arizona Diamondbacks,0.0,1.226143655
29172,Milwaukee Brewers,0.0,1.226143657
7100968,Seattle Mariners,0.0,1.226143657
29170,Houston Astros,0.0,1.226143654
1033687,Washington Nationals,0.0,1.226143654
29167,Cincinnati Reds,0.0,1.226143652
29163,Texas Rangers,0.0,1.226143652
29171,Los Angeles Dodgers,0.0,1.226172538
29177,San Diego Padres,0.0,1.226172538
29159,Detroit Tigers,0.0,1.226404378
29160,Minnesota Twins,0.0,1.226404378
29164,Toronto Blue Jays,0.0,1.226404379
7100960,Atlanta Braves,0.0,1.226404379
29174,New York Mets,0.0,1.226404375
6266193,Miami Marlins,0.0,1.226404375
29166,Chicago Cubs,0.0,1.226404377
7100972,Oakland Athletics,0.0,1.226404377
29168,Colorado Rockies,0.0,1.226404373
29165,Arizona Diamondbacks,0.0,1.226404373
50291,St. Louis Cardinals,0.0,1.226404376
1033687,Washington Nationals,0.0,1.226404376
29175,Philadelphia Phillies,0.0,1.226404374
29157,Baltimore Orioles,0.0,1.226404374
29176,Pittsburgh Pirates,0.0,1.226404380
29161,New York Yankees,0.0,1.226404380
29177,San Diego Padres,0.0,1.226417314
29171,Los Angeles Dodgers,0.0,1.226417314
29170,Houston Astros,0.0,1.226453174
50291,St. Louis Cardinals,0.0,1.226453174
29161,New York Yankees,0.0,1.226453169
7100960,Atlanta Braves,0.0,1.226453169
29160,Minnesota Twins,0.0,1.226453172
1033687,Washington Nationals,0.0,1.226453172
29174,New York Mets,0.0,1.226453166
29159,Detroit Tigers,0.0,1.226453166
29162,Tampa Bay Rays,0.0,1.226453167
29175,Philadelphia Phillies,0.0,1.226453167
29166,Chicago Cubs,0.0,1.226453171
29168,Colorado Rockies,0.0,1.226453171
29157,Baltimore Orioles,0.0,1.226453175
29158,Boston Red Sox,0.0,1.226453175
29164,Toronto Blue Jays,0.0,1.226453168
29176,Pittsburgh Pirates,0.0,1.226453168
29178,San Francisco Giants,0.0,1.226453170
29172,Milwaukee Brewers,0.0,1.226453170
29167,Cincinnati Reds,0.0,1.226453173
7100968,Seattle Mariners,0.0,1.226453173
29161,New York Yankees,0.0,1.226478789
29170,Houston Astros,0.0,1.226478789
29159,Detroit Tigers,0.0,1.226501590
29175,Philadelphia Phillies,0.0,1.226501590
29174,New York Mets,0.0,1.226501587
29161,New York Yankees,0.0,1.226501587
29158,Boston Red Sox,0.0,1.226501585
29164,Toronto Blue Jays,0.0,1.226501585
29176,Pittsburgh Pirates,0.0,1.226501588
29157,Baltimore Orioles,0.0,1.226501588
1033687,Washington Nationals,0.0,1.226501586
29170,Houston Astros,0.0,1.226501586
50291,St. Louis Cardinals,0.0,1.226501589
6266193,Miami Marlins,0.0,1.226501589
29172,Milwaukee Brewers,0.0,1.226501591
29174,New York Mets,0.0,1.226501591
1093236,Los Angeles Angels,0.0,1.226502312
29157,Baltimore Orioles,0.0,1.226502312
7100960,Atlanta Braves,0.0,1.226502173
29175,Philadelphia Phillies,0.0,1.226502173
1033687,Washington Nationals,0.0,1.226502080
29167,Cincinnati Reds,0.0,1.226502080
29164,Toronto Blue Jays,0.0,1.226502450
29162,Tampa Bay Rays,0.0,1.226502450
29159,Detroit Tigers,0.0,1.226501690
5408012,Chicago White Sox,0.0,1.226501690
29176,Pittsburgh Pirates,0.0,1.226502404
6266193,Miami Marlins,0.0,1.226502404
29160,Minnesota Twins,0.0,1.226502126
29179,Kansas City Royals,0.0,1.226502126
29166,Chicago Cubs,0.0,1.226502358
29163,Texas Rangers,0.0,1.226502358
41541473,Cleveland Guardians,0.0,1.226502219
7100972,Oakland Athletics,0.0,1.226502219
29158,Boston Red Sox,0.0,1.226501638
7100968,Seattle Mariners,0.0,1.226501638
29168,Colorado Rockies,0.0,1.226502265
29165,Arizona Diamondbacks,0.0,1.226502265
50291,St. Louis Cardinals,0.0,1.226635821
29166,Chicago Cubs,0.0,1.226635821
29168,Colorado Rockies,0.0,1.226635819
29172,Milwaukee Brewers,0.0,1.226635819
29158,Boston Red Sox,0.0,1.226635816
29163,Texas Rangers,0.0,1.226635816
1093236,Los Angeles Angels,0.0,1.226635822
29171,Los Angeles Dodgers,0.0,1.226635822
41541473,Cleveland Guardians,0.0,1.226645549
29165,Arizona Diamondbacks,0.0,1.226645549
7100968,Seattle Mariners,0.0,1.226635820
29177,San Diego Padres,0.0,1.226635820
29178,San Francisco Giants,0.0,1.226635818
7100972,Oakland Athletics,0.0,1.226635818
50291,St. Louis Cardinals,0.0,1.226616216
29171,Los Angeles Dodgers,0.0,1.226616216
29159,Detroit Tigers,0.0,1.226684246
29162,Tampa Bay Rays,0.0,1.226684246
7100960,Atlanta Braves,0.0,1.226684249
29160,Minnesota Twins,0.0,1.226684249
29158,Boston Red Sox,0.0,1.226684248
29163,Texas Rangers,0.0,1.226684248
50291,St. Louis Cardinals,0.0,1.226684247
29166,Chicago Cubs,0.0,1.226684247
29172,Milwaukee Brewers,0.0,1.226684253
29168,Colorado Rockies,0.0,1.226684253
41541473,Cleveland Guardians,0.0,1.226684250
29165,Arizona Diamondbacks,0.0,1.226684250
7100968,Seattle Mariners,0.0,1.226684252
29177,San Diego Padres,0.0,1.226684252
7100972,Oakland Athletics,0.0,1.226684254
29178,San Francisco Giants,0.0,1.226684254
29171,Los Angeles Dodgers,0.0,1.226684251
1093236,Los Angeles Angels,0.0,1.226684251
29178,San Francisco Giants,0.0,1.226695218
29177,San Diego Padres,0.0,1.226695218
29179,Kansas City Royals,0.0,1.227062391
29157,Baltimore Orioles,0.0,1.227062391
1093236,Los Angeles Angels,0.0,1.227062207
6266193,Miami Marlins,0.0,1.227062207
29160,Minnesota Twins,0.0,1.227062115
29172,Milwaukee Brewers,0.0,1.227062115
29163,Texas Rangers,0.0,1.227062437
29162,Tampa Bay Rays,0.0,1.227062437
7100960,Atlanta Braves,0.0,1.227066885
5408012,Chicago White Sox,0.0,1.227066885
29158,Boston Red Sox,0.0,1.227062253
7100972,Oakland Athletics,0.0,1.227062253
29161,New York Yankees,0.0,1.227062161
29165,Arizona Diamondbacks,0.0,1.227062161
29167,Cincinnati Reds,0.0,1.227062483
29175,Philadelphia Phillies,0.0,1.227062483
41541473,Cleveland Guardians,0.0,1.227062299
7100968,Seattle Mariners,0.0,1.227062299
50291,St. Louis Cardinals,0.0,1.227062575
29177,San Diego Padres,0.0,1.227062575
29176,Pittsburgh Pirates,0.0,1.227062621
1033687,Washington Nationals,0.0,1.227062621
29159,Detroit Tigers,0.0,1.227062069
29174,New York Mets,0.0,1.227062069
29168,Colorado Rockies,0.0,1.227065947
29166,Chicago Cubs,0.0,1.227065947
29164,Toronto Blue Jays,0.0,1.227062345
29170,Houston Astros,0.0,1.227062345
29178,San Francisco Giants,0.0,1.227062529
29171,Los Angeles Dodgers,0.0,1.227062529
29159,Detroit Tigers,0.0,1.227102059
29174,New York Mets,0.0,1.227102059
29176,Pittsburgh Pirates,0.0,1.227102013
1033687,Washington Nationals,0.0,1.227102013
41541473,Cleveland Guardians,0.0,1.227101875
29160,Minnesota Twins,0.0,1.227101875
6266193,Miami Marlins,0.0,1.227101967
50291,St. Louis Cardinals,0.0,1.227101967
5408012,Chicago White Sox,0.0,1.227101921
29179,Kansas City Royals,0.0,1.227101921
29159,Detroit Tigers,0.0,1.227110503
29174,New York Mets,0.0,1.227110503
29164,Toronto Blue Jays,0.0,1.227159016
29161,New York Yankees,0.0,1.227159016
7100972,Oakland Athletics,0.0,1.227158885
29159,Detroit Tigers,0.0,1.227158885
29171,Los Angeles Dodgers,0.0,1.227159212
29166,Chicago Cubs,0.0,1.227159212
29162,Tampa Bay Rays,0.0,1.227158733
29168,Colorado Rockies,0.0,1.227158733
29157,Baltimore Orioles,0.0,1.227158831
29176,Pittsburgh Pirates,0.0,1.227158831
29177,San Diego Padres,0.0,1.227159166
29178,San Francisco Giants,0.0,1.227159166
29174,New York Mets,0.0,1.227159258
29167,Cincinnati Reds,0.0,1.227159258
29175,Philadelphia Phillies,0.0,1.227159062
1033687,Washington Nationals,0.0,1.227159062
29165,Arizona Diamondbacks,0.0,1.227159108
7100960,Atlanta Braves,0.0,1.227159108
5408012,Chicago White Sox,0.0,1.227158683
29179,Kansas City Royals,0.0,1.227158683
29170,Houston Astros,0.0,1.227158550
29163,Texas Rangers,0.0,1.227158550
7100968,Seattle Mariners,0.0,1.227158785
29172,Milwaukee Brewers,0.0,1.227158785
29158,Boston Red Sox,0.0,1.227158496
1093236,Los Angeles Angels,0.0,1.227158496
7100972,Oakland Athletics,0.0,1.227210470
29159,Detroit Tigers,0.0,1.227210470
41541473,Cleveland Guardians,0.0,1.227210194
29160,Minnesota Twins,0.0,1.227210194
6266193,Miami Marlins,0.0,1.227210834
50291,St. Louis Cardinals,0.0,1.227210834
29175,Philadelphia Phillies,0.0,1.227210742
1033687,Washington Nationals,0.0,1.227210742
29171,Los Angeles Dodgers,0.0,1.227210516
29166,Chicago Cubs,0.0,1.227210516
29157,Baltimore Orioles,0.0,1.227210926
29176,Pittsburgh Pirates,0.0,1.227210926
29174,New York Mets,0.0,1.227210788
29167,Cincinnati Reds,0.0,1.227210788
29164,Toronto Blue Jays,0.0,1.227210240
29161,New York Yankees,0.0,1.227210240
29170,Houston Astros,0.0,1.227210286
29163,Texas Rangers,0.0,1.227210286
7100968,Seattle Mariners,0.0,1.227210880
29172,Milwaukee Brewers,0.0,1.227210880
5408012,Chicago White Sox,0.0,1.227210332
29179,Kansas City Royals,0.0,1.227210332
29165,Arizona Diamondbacks,0.0,1.227210378
7100960,Atlanta Braves,0.0,1.227210378
29162,Tampa Bay Rays,0.0,1.227210972
29168,Colorado Rockies,0.0,1.227210972
29177,San Diego Padres,0.0,1.227210424
29178,San Francisco Giants,0.0,1.227210424
29158,Boston Red Sox,0.0,1.227211018
1093236,Los Angeles Angels,0.0,1.227211018
29164,Toronto Blue Jays,0.0,1.227268855
29161,New York Yankees,0.0,1.227268855
29157,Baltimore Orioles,0.0,1.227267869
29176,Pittsburgh Pirates,0.0,1.227267869
29165,Arizona Diamondbacks,0.0,1.227268761
7100960,Atlanta Braves,0.0,1.227268761
29175,Philadelphia Phillies,0.0,1.227268809
1033687,Washington Nationals,0.0,1.227268809
29174,New York Mets,0.0,1.227268710
29167,Cincinnati Reds,0.0,1.227268710
7100972,Oakland Athletics,0.0,1.227269508
29159,Detroit Tigers,0.0,1.227269508
7100968,Seattle Mariners,0.0,1.227267197
29172,Milwaukee Brewers,0.0,1.227267197
5408012,Chicago White Sox,0.0,1.227267335
29179,Kansas City Royals,0.0,1.227267335
41541473,Cleveland Guardians,0.0,1.227267590
29160,Minnesota Twins,0.0,1.227267590
6266193,Miami Marlins,0.0,1.227268152
50291,St. Louis Cardinals,0.0,1.227268152
29171,Los Angeles Dodgers,0.0,1.227268387
29166,Chicago Cubs,0.0,1.227268387
29162,Tampa Bay Rays,0.0,1.227267243
29168,Colorado Rockies,0.0,1.227267243
29177,San Diego Padres,0.0,1.227269275
29178,San Francisco Giants,0.0,1.227269275
29158,Boston Red Sox,0.0,1.227267919
1093236,Los Angeles Angels,0.0,1.227267919
29170,Houston Astros,0.0,1.227267636
29163,Texas Rangers,0.0,1.227267636
6266193,Miami Marlins,0.0,1.227312323
29161,New York Yankees,0.0,1.227312323
29172,Milwaukee Brewers,0.0,1.227312231
29167,Cincinnati Reds,0.0,1.227312231
29159,Detroit Tigers,0.0,1.227312369
29176,Pittsburgh Pirates,0.0,1.227312369
7100968,Seattle Mariners,0.0,1.227312511
29164,Toronto Blue Jays,0.0,1.227312511
29174,New York Mets,0.0,1.227312095
7100960,Atlanta Braves,0.0,1.227312095
29171,Los Angeles Dodgers,0.0,1.227312277
29160,Minnesota Twins,0.0,1.227312277
29175,Philadelphia Phillies,0.0,1.227312049
50291,St. Louis Cardinals,0.0,1.227312049
29170,Houston Astros,0.0,1.227312461
29163,Texas Rangers,0.0,1.227312461
29165,Arizona Diamondbacks,0.0,1.227312623
29168,Colorado Rockies,0.0,1.227312623
29162,Tampa Bay Rays,0.0,1.227312415
1093236,Los Angeles Angels,0.0,1.227312415
29166,Chicago Cubs,0.0,1.227312669
29177,San Diego Padres,0.0,1.227312669
1033687,Washington Nationals,0.0,1.227312557
29178,San Francisco Giants,0.0,1.227312557
5408012,Chicago White Sox,0.0,1.227318371
41541473,Cleveland Guardians,0.0,1.227318371
29159,Detroit Tigers,0.0,1.227363315
29176,Pittsburgh Pirates,0.0,1.227363315
29157,Baltimore Orioles,0.0,1.227363407
29158,Boston Red Sox,0.0,1.227363407
5408012,Chicago White Sox,0.0,1.227362861
41541473,Cleveland Guardians,0.0,1.227362861
29172,Milwaukee Brewers,0.0,1.227362769
29167,Cincinnati Reds,0.0,1.227362769
6266193,Miami Marlins,0.0,1.227363361
29161,New York Yankees,0.0,1.227363361
7100968,Seattle Mariners,0.0,1.227363085
29164,Toronto Blue Jays,0.0,1.227363085
29174,New York Mets,0.0,1.227362999
7100960,Atlanta Braves,0.0,1.227362999
29171,Los Angeles Dodgers,0.0,1.227363269
29160,Minnesota Twins,0.0,1.227363269
29170,Houston Astros,0.0,1.227363177
29179,Kansas City Royals,0.0,1.227363177
29175,Philadelphia Phillies,0.0,1.227362953
50291,St. Louis Cardinals,0.0,1.227362953
7100972,Oakland Athletics,0.0,1.227363223
29163,Texas Rangers,0.0,1.227363223
29165,Arizona Diamondbacks,0.0,1.227362907
29168,Colorado Rockies,0.0,1.227362907
29162,Tampa Bay Rays,0.0,1.227363131
1093236,Los Angeles Angels,0.0,1.227363131
1033687,Washington Nationals,0.0,1.227362815
29178,San Francisco Giants,0.0,1.227362815
29166,Chicago Cubs,0.0,1.227368848
29177,San Diego Padres,0.0,1.227368848
29171,Los Angeles Dodgers,0.0,1.227397757
29160,Minnesota Twins,0.0,1.227397757
29175,Philadelphia Phillies,0.0,1.227398213
50291,St. Louis Cardinals,0.0,1.227398213
7100968,Seattle Mariners,0.0,1.227397579
29164,Toronto Blue Jays,0.0,1.227397579
29165,Arizona Diamondbacks,0.0,1.227398075
29168,Colorado Rockies,0.0,1.227398075
1033687,Washington Nationals,0.0,1.227398121
29178,San Francisco Giants,0.0,1.227398121
29162,Tampa Bay Rays,0.0,1.227397983
1093236,Los Angeles Angels,0.0,1.227397983
5408012,Chicago White Sox,0.0,1.227397625
41541473,Cleveland Guardians,0.0,1.227397625
29166,Chicago Cubs,0.0,1.227398167
29177,San Diego Padres,0.0,1.227398167
29172,Milwaukee Brewers,0.0,1.227398029
29167,Cincinnati Reds,0.0,1.227398029
6266193,Miami Marlins,0.0,1.227397671
29161,New York Yankees,0.0,1.227397671
29157,Baltimore Orioles,0.0,1.227397889
29158,Boston Red Sox,0.0,1.227397889
29170,Houston Astros,0.0,1.227397935
29179,Kansas City Royals,0.0,1.227397935
7100972,Oakland Athletics,0.0,1.227397803
29163,Texas Rangers,0.0,1.227397803
29174,New York Mets,0.0,1.227413124
7100960,Atlanta Braves,0.0,1.227413124
29174,New York Mets,0.0,1.227436415
7100960,Atlanta Braves,0.0,1.227436415
29172,Milwaukee Brewers,0.0,1.227436461
29167,Cincinnati Reds,0.0,1.227436461
29160,Minnesota Twins,0.0,1.227436349
29159,Detroit Tigers,0.0,1.227436349
29170,Houston Astros,0.0,1.227436256
29179,Kansas City Royals,0.0,1.227436256
7100972,Oakland Athletics,0.0,1.227436507
29163,Texas Rangers,0.0,1.227436507
29176,Pittsburgh Pirates,0.0,1.227436303
29175,Philadelphia Phillies,0.0,1.227436303
29157,Baltimore Orioles,0.0,1.227436553
29158,Boston Red Sox,0.0,1.227436553
29160,Minnesota Twins,0.0,1.227484826
29159,Detroit Tigers,0.0,1.227484826
29176,Pittsburgh Pirates,0.0,1.227484680
29175,Philadelphia Phillies,0.0,1.227484680
29178,San Francisco Giants,0.0,1.227485931
29162,Tampa Bay Rays,0.0,1.227485931
29172,Milwaukee Brewers,0.0,1.227485793
29157,Baltimore Orioles,0.0,1.227485793
29168,Colorado Rockies,0.0,1.227485567
29164,Toronto Blue Jays,0.0,1.227485567
1093236,Los Angeles Angels,0.0,1.227485308
29158,Boston Red Sox,0.0,1.227485308
29179,Kansas City Royals,0.0,1.227485415
29174,New York Mets,0.0,1.227485415
29161,New York Yankees,0.0,1.227484777
41541473,Cleveland Guardians,0.0,1.227484777
7100960,Atlanta Braves,0.0,1.227484634
6266193,Miami Marlins,0.0,1.227484634
29167,Cincinnati Reds,0.0,1.227485461
5408012,Chicago White Sox,0.0,1.227485461
29163,Texas Rangers,0.0,1.227484963
29170,Houston Astros,0.0,1.227484963
29166,Chicago Cubs,0.0,1.227485149
7100968,Seattle Mariners,0.0,1.227485149
50291,St. Louis Cardinals,0.0,1.227484726
29165,Arizona Diamondbacks,0.0,1.227484726
1033687,Washington Nationals,0.0,1.227485258
7100972,Oakland Athletics,0.0,1.227485258
29177,San Diego Padres,0.0,1.227485011
29171,Los Angeles Dodgers,0.0,1.227485011
29161,New York Yankees,0.0,1.227534201
41541473,Cleveland Guardians,0.0,1.227534201
29160,Minnesota Twins,0.0,1.227533911
29159,Detroit Tigers,0.0,1.227533911
29179,Kansas City Royals,0.0,1.227533865
29174,New York Mets,0.0,1.227533865
29167,Cincinnati Reds,0.0,1.227533773
5408012,Chicago White Sox,0.0,1.227533773
29168,Colorado Rockies,0.0,1.227533819
29164,Toronto Blue Jays,0.0,1.227533819
29163,Texas Rangers,0.0,1.227533727
29170,Houston Astros,0.0,1.227533727
29172,Milwaukee Brewers,0.0,1.227533584
29157,Baltimore Orioles,0.0,1.227533584
29176,Pittsburgh Pirates,0.0,1.227534155
29175,Philadelphia Phillies,0.0,1.227534155
1033687,Washington Nationals,0.0,1.227533538
7100972,Oakland Athletics,0.0,1.227533538
1093236,Los Angeles Angels,0.0,1.227534270
29158,Boston Red Sox,0.0,1.227534270
29160,Minnesota Twins,0.0,1.227533632
29159,Detroit Tigers,0.0,1.227533632
29178,San Francisco Giants,0.0,1.227533492
29162,Tampa Bay Rays,0.0,1.227533492
7100960,Atlanta Braves,0.0,1.227534003
6266193,Miami Marlins,0.0,1.227534003
29161,New York Yankees,0.0,1.227534063
41541473,Cleveland Guardians,0.0,1.227534063
50291,St. Louis Cardinals,0.0,1.227533957
29165,Arizona Diamondbacks,0.0,1.227533957
29177,San Diego Padres,0.0,1.227534109
29171,Los Angeles Dodgers,0.0,1.227534109
29166,Chicago Cubs,0.0,1.227533680
7100968,Seattle Mariners,0.0,1.227533680
29172,Milwaukee Brewers,0.0,1.227579947
29157,Baltimore Orioles,0.0,1.227579947
29176,Pittsburgh Pirates,0.0,1.227580485
29175,Philadelphia Phillies,0.0,1.227580485
1093236,Los Angeles Angels,0.0,1.227580131
29158,Boston Red Sox,0.0,1.227580131
29168,Colorado Rockies,0.0,1.227579901
29164,Toronto Blue Jays,0.0,1.227579901
29161,New York Yankees,0.0,1.227580085
41541473,Cleveland Guardians,0.0,1.227580085
29178,San Francisco Giants,0.0,1.227580279
29162,Tampa Bay Rays,0.0,1.227580279
29179,Kansas City Royals,0.0,1.227580335
29174,New York Mets,0.0,1.227580335
29160,Minnesota Twins,0.0,1.227580185
29159,Detroit Tigers,0.0,1.227580185
7100960,Atlanta Braves,0.0,1.227580385
6266193,Miami Marlins,0.0,1.227580385
29167,Cincinnati Reds,0.0,1.227580233
5408012,Chicago White Sox,0.0,1.227580233
29163,Texas Rangers,0.0,1.227579993
29170,Houston Astros,0.0,1.227579993
1033687,Washington Nationals,0.0,1.227580531
7100972,Oakland Athletics,0.0,1.227580531
50291,St. Louis Cardinals,0.0,1.227580431
29165,Arizona Diamondbacks,0.0,1.227580431
29166,Chicago Cubs,0.0,1.227580617
7100968,Seattle Mariners,0.0,1.227580617
29177,San Diego Padres,0.0,1.227580039
29171,Los Angeles Dodgers,0.0,1.227580039
41541473,Cleveland Guardians,0.0,1.227635928
29158,Boston Red Sox,0.0,1.227635928
29160,Minnesota Twins,0.0,1.227635974
29157,Baltimore Orioles,0.0,1.227635974
29163,Texas Rangers,0.0,1.227636020
29159,Detroit Tigers,0.0,1.227636020
29168,Colorado Rockies,0.0,1.227636526
29175,Philadelphia Phillies,0.0,1.227636526
29178,San Francisco Giants,0.0,1.227636480
6266193,Miami Marlins,0.0,1.227636480
1093236,Los Angeles Angels,0.0,1.227636204
29162,Tampa Bay Rays,0.0,1.227636204
29161,New York Yankees,0.0,1.227636250
29164,Toronto Blue Jays,0.0,1.227636250
29176,Pittsburgh Pirates,0.0,1.227636342
29174,New York Mets,0.0,1.227636342
29177,San Diego Padres,0.0,1.227636388
29172,Milwaukee Brewers,0.0,1.227636388
29179,Kansas City Royals,0.0,1.227636296
5408012,Chicago White Sox,0.0,1.227636296
7100960,Atlanta Braves,0.0,1.227636066
29170,Houston Astros,0.0,1.227636066
50291,St. Louis Cardinals,0.0,1.227636112
7100972,Oakland Athletics,0.0,1.227636112
29166,Chicago Cubs,0.0,1.227636620
29165,Arizona Diamondbacks,0.0,1.227636620
29167,Cincinnati Reds,0.0,1.227636158
7100968,Seattle Mariners,0.0,1.227636158
1033687,Washington Nationals,0.0,1.227636434
29171,Los Angeles Dodgers,0.0,1.227636434
